step,train_reward_mean,train_len_mean,train_entropy_mean,grad_norm,reward_var,adv_var,val_len_greedy,val_len_sample
850,-10.50649642944336,10.50649642944336,2.1167800426483154,0.001976130995899439,1.59554922580719,1.5955493450164795,,
900,-10.383298873901367,10.383298873901367,2.1167800426483154,0.002349180867895484,1.3154900074005127,1.3154900074005127,,
950,-10.423969268798828,10.423969268798828,2.116773843765259,0.006171314045786858,1.6588712930679321,1.6588712930679321,,
1000,-10.491168975830078,10.491168975830078,2.1167361736297607,0.0061171576380729675,1.3736077547073364,1.373607873916626,10.665641784667969,10.39079475402832
1050,-10.35029411315918,10.35029411315918,2.116682767868042,0.00616431375965476,1.396028995513916,1.396028995513916,,
1100,-10.581827163696289,10.581827163696289,2.1167666912078857,0.004478477872908115,1.5486688613891602,1.548668622970581,,
1150,-10.552452087402344,10.552452087402344,2.116776704788208,0.004155866336077452,1.3987789154052734,1.3987787961959839,,
1200,-10.368704795837402,10.368704795837402,2.1167783737182617,0.00984678603708744,1.483499526977539,1.4834996461868286,,
1250,-10.43940258026123,10.43940258026123,2.1167800426483154,0.0025017631705850363,1.409813404083252,1.4098132848739624,10.91513442993164,10.427957534790039
1300,-10.495931625366211,10.495931625366211,2.1167798042297363,0.005248006898909807,1.863804578781128,1.8638046979904175,,
1350,-10.328004837036133,10.328004837036133,2.1167800426483154,0.001816287636756897,1.4109230041503906,1.4109230041503906,,
1400,-10.314922332763672,10.314922332763672,2.116779327392578,0.0032576508820056915,1.5943900346755981,1.5943900346755981,,
1450,-10.548583984375,10.548583984375,2.116779327392578,0.0037409025244414806,1.5691869258880615,1.569186806678772,,
1500,-10.514179229736328,10.514179229736328,2.1167798042297363,0.0020255770068615675,1.4964123964309692,1.4964123964309692,10.817815780639648,10.38632869720459
1550,-10.474775314331055,10.474775314331055,2.116778612136841,0.0022690773475915194,1.502606987953186,1.502606749534607,,
1600,-10.407700538635254,10.407700538635254,2.1167798042297363,0.003664666321128607,1.558138132095337,1.5581380128860474,,
1650,-10.386852264404297,10.386852264404297,2.1167800426483154,0.0036213346756994724,1.40603768825531,1.4060379266738892,,
1700,-10.386606216430664,10.386606216430664,2.1167805194854736,0.003045201301574707,1.3806859254837036,1.3806859254837036,,
1750,-10.420888900756836,10.420888900756836,2.1167805194854736,0.0030884218867868185,1.2393295764923096,1.2393293380737305,10.796494483947754,10.39212417602539
1800,-10.507450103759766,10.507450103759766,2.1167778968811035,0.005155421793460846,1.5006930828094482,1.5006927251815796,,
1850,-10.384876251220703,10.384876251220703,2.0894410610198975,0.08453485369682312,1.3838645219802856,1.3838645219802856,,
1900,-10.367729187011719,10.367729187011719,2.1164417266845703,0.025148432701826096,1.2336106300354004,1.2336105108261108,,
1950,-10.354740142822266,10.354740142822266,2.1165242195129395,0.06248283013701439,1.1521556377410889,1.1521556377410889,,
2000,-10.415901184082031,10.415901184082031,2.1167593002319336,0.07437734305858612,1.4532362222671509,1.4532359838485718,10.471504211425781,10.482955932617188
2050,-10.454046249389648,10.454046249389648,2.116276979446411,0.033703070133924484,1.3873622417449951,1.3873622417449951,,
2100,-10.514397621154785,10.514397621154785,2.116774797439575,0.0215931199491024,1.374333381652832,1.3743336200714111,,
2150,-10.37856388092041,10.37856388092041,2.116760730743408,0.017583400011062622,1.4901567697525024,1.490156650543213,,
2200,-10.484941482543945,10.484941482543945,2.1167354583740234,0.045423269271850586,1.5047922134399414,1.5047922134399414,,
2250,-10.460342407226562,10.460342407226562,2.116760492324829,0.0356999970972538,1.6144030094146729,1.6144031286239624,10.464592933654785,10.472550392150879
2300,-10.485576629638672,10.485576629638672,2.116772413253784,0.015701843425631523,1.4503659009933472,1.4503657817840576,,
2350,-10.33667278289795,10.33667278289795,2.11676287651062,0.015651162713766098,1.4010900259017944,1.4010899066925049,,
2400,-10.298874855041504,10.298874855041504,2.11674427986145,0.06565500050783157,1.7002819776535034,1.7002817392349243,,
2450,-10.391766548156738,10.391766548156738,2.116777181625366,0.03174148127436638,1.6947439908981323,1.6947439908981323,,
2500,-10.33390998840332,10.33390998840332,2.1167399883270264,0.027464840561151505,1.3224308490753174,1.3224306106567383,10.396604537963867,10.361427307128906
2550,-10.427971839904785,10.427971839904785,2.116772413253784,0.011991051957011223,1.4338302612304688,1.4338302612304688,,
2600,-10.475320816040039,10.475320816040039,2.116777181625366,0.036862537264823914,1.4269206523895264,1.4269206523895264,,
2650,-10.515336036682129,10.515336036682129,2.1167702674865723,0.012585335411131382,1.4819847345352173,1.4819847345352173,,
2700,-10.391955375671387,10.391955375671387,2.11674427986145,0.011611651629209518,1.4582321643829346,1.4582321643829346,,
2750,-10.415159225463867,10.415159225463867,2.1166770458221436,0.010161168873310089,1.3119583129882812,1.3119581937789917,10.343547821044922,10.353719711303711
2800,-10.389050483703613,10.389050483703613,2.1166653633117676,0.035012464970350266,1.6723743677139282,1.6723742485046387,,
2850,-10.291352272033691,10.291352272033691,2.116612434387207,0.023626111447811127,1.5339694023132324,1.533969521522522,,
2900,-10.427696228027344,10.427696228027344,2.1166775226593018,0.018455570563673973,1.5247979164123535,1.5247976779937744,,
2950,-10.477020263671875,10.477020263671875,2.1166787147521973,0.025097927078604698,1.485778570175171,1.4857786893844604,,
3000,-10.451786041259766,10.451786041259766,2.1166484355926514,0.022611303254961967,1.4621024131774902,1.4621024131774902,10.399919509887695,10.356866836547852
3050,-10.397993087768555,10.397993087768555,2.1164746284484863,0.03416924923658371,1.5756193399429321,1.5756192207336426,,
3100,-10.509130477905273,10.509130477905273,2.1167266368865967,0.013522225432097912,1.2783324718475342,1.2783325910568237,,
3150,-10.416727066040039,10.416727066040039,2.1167454719543457,0.011354206129908562,1.5607703924179077,1.5607702732086182,,
3200,-10.635730743408203,10.635730743408203,2.1167640686035156,0.02076796256005764,1.520622968673706,1.5206228494644165,,
3250,-10.535191535949707,10.535191535949707,2.1167709827423096,0.017637168988585472,1.6434437036514282,1.6434434652328491,10.381288528442383,10.440629959106445
3300,-10.327962875366211,10.327962875366211,2.1167726516723633,0.016556311398744583,1.3877061605453491,1.3877060413360596,,
3350,-10.449341773986816,10.449341773986816,2.1167733669281006,0.028041444718837738,1.8107786178588867,1.8107784986495972,,
3400,-10.457571983337402,10.457571983337402,2.1167447566986084,0.016181206330657005,1.2861137390136719,1.286113977432251,,
3450,-10.423074722290039,10.423074722290039,2.116778612136841,0.009453277103602886,1.3912079334259033,1.3912081718444824,,
3500,-10.409584045410156,10.409584045410156,2.116776704788208,0.027454756200313568,1.3538023233413696,1.3538023233413696,10.177101135253906,10.435708999633789
3550,-10.396272659301758,10.396272659301758,2.116774320602417,0.011188583448529243,1.4714046716690063,1.471404790878296,,
3600,-10.530645370483398,10.530645370483398,2.116777181625366,0.025477685034275055,1.3458404541015625,1.345840334892273,,
3650,-10.304795265197754,10.304795265197754,2.116777181625366,0.017993437126278877,1.5380245447158813,1.5380245447158813,,
3700,-10.440803527832031,10.440803527832031,2.116779088973999,0.016336169093847275,1.4757285118103027,1.4757282733917236,,
3750,-10.373880386352539,10.373880386352539,2.1167781352996826,0.015489241108298302,1.6428879499435425,1.6428879499435425,10.409449577331543,10.360684394836426
3800,-10.423192977905273,10.423192977905273,2.1167800426483154,0.01275558676570654,1.489837884902954,1.4898380041122437,,
3850,-10.403711318969727,10.403711318969727,2.116743564605713,0.01993589662015438,1.89897882938385,1.898978590965271,,
3900,-10.545656204223633,10.545656204223633,2.116671323776245,0.02035217359662056,1.3066246509552002,1.3066246509552002,,
3950,-10.376029968261719,10.376029968261719,2.116727590560913,0.011144433170557022,1.6321505308151245,1.6321505308151245,,
4000,-10.619847297668457,10.619847297668457,2.1167290210723877,0.012115929275751114,1.4604154825210571,1.4604158401489258,10.526421546936035,10.519876480102539
4050,-10.57339859008789,10.57339859008789,2.1167118549346924,0.011154376901686192,1.6767470836639404,1.6767468452453613,,
4100,-10.394362449645996,10.394362449645996,2.116763114929199,0.015754545107483864,1.6271731853485107,1.6271730661392212,,
4150,-10.473608016967773,10.473608016967773,2.1167593002319336,0.021147286519408226,1.310797095298767,1.3107969760894775,,
4200,-10.443024635314941,10.443024635314941,2.1167402267456055,0.010769665241241455,1.5012257099151611,1.5012257099151611,,
4250,-10.30879020690918,10.30879020690918,2.116743803024292,0.016884097829461098,1.6452810764312744,1.6452809572219849,10.504190444946289,10.452887535095215
4300,-10.414520263671875,10.414520263671875,2.116758346557617,0.02396717295050621,1.560733675956726,1.5607337951660156,,
4350,-10.38380241394043,10.38380241394043,2.116772413253784,0.012153915129601955,1.5261784791946411,1.526178240776062,,
4400,-10.422052383422852,10.422052383422852,2.116767168045044,0.010486683808267117,1.7522917985916138,1.7522915601730347,,
4450,-10.356640815734863,10.356640815734863,2.1167678833007812,0.012939132750034332,1.7604330778121948,1.7604331970214844,,
4500,-10.413360595703125,10.413360595703125,2.116770029067993,0.01818666234612465,1.4548394680023193,1.4548393487930298,10.418745994567871,10.319540023803711
4550,-10.453910827636719,10.453910827636719,2.1167616844177246,0.01799973100423813,1.4900981187820435,1.4900981187820435,,
4600,-10.413154602050781,10.413154602050781,2.11673903465271,0.013125396333634853,1.5544321537017822,1.5544321537017822,,
4650,-10.448992729187012,10.448992729187012,2.1166279315948486,0.023538386449217796,1.4912539720535278,1.4912540912628174,,
4700,-10.365910530090332,10.365910530090332,2.11655592918396,0.027412619441747665,1.6625823974609375,1.662582516670227,,
4750,-10.48274040222168,10.48274040222168,2.116687297821045,0.03735506162047386,1.5232189893722534,1.5232188701629639,10.295171737670898,10.345146179199219
4800,-10.427080154418945,10.427080154418945,2.1166958808898926,0.016512788832187653,1.353450894355774,1.353451132774353,,
4850,-10.383127212524414,10.383127212524414,2.116753101348877,0.023693924769759178,1.5326465368270874,1.5326467752456665,,
4900,-10.37859058380127,10.37859058380127,2.116758346557617,0.029092887416481972,1.5547025203704834,1.554702877998352,,
4950,-10.429322242736816,10.429322242736816,2.116767644882202,0.012714073061943054,1.5091077089309692,1.5091075897216797,,
5000,-10.601383209228516,10.601383209228516,2.11677622795105,0.017091302201151848,1.1823025941848755,1.1823025941848755,10.536365509033203,10.466297149658203
