step,train_reward_mean,train_len_mean,train_entropy_mean,grad_norm,reward_var,adv_var,val_len_greedy,val_len_sample
950,-4.160139083862305,4.160139083862305,0.21253280341625214,6.183395862579346,0.14901261031627655,0.14901265501976013,,
1000,-4.1780266761779785,4.1780266761779785,0.1999611109495163,5.054892063140869,0.1421758085489273,0.1421758085489273,4.047362327575684,4.094828128814697
1050,-4.162906646728516,4.162906646728516,0.19756685197353363,7.777524471282959,0.15216371417045593,0.15216371417045593,,
1100,-4.194726467132568,4.194726467132568,0.19066555798053741,5.9642558097839355,0.1441948115825653,0.1441948115825653,,
1150,-4.147806167602539,4.147806167602539,0.1871267557144165,5.213432312011719,0.1348257213830948,0.1348257064819336,,
1200,-4.1573100090026855,4.1573100090026855,0.1901066154241562,7.404340744018555,0.16857293248176575,0.16857290267944336,,
1250,-4.152602672576904,4.152602672576904,0.1712728887796402,4.8436279296875,0.1364375501871109,0.1364375501871109,4.0396928787231445,4.07659387588501
1300,-4.17146635055542,4.17146635055542,0.17988784611225128,5.0562424659729,0.13658133149147034,0.13658134639263153,,
1350,-4.140071868896484,4.140071868896484,0.1666581630706787,5.411137580871582,0.14287953078746796,0.14287951588630676,,
1400,-4.137601852416992,4.137601852416992,0.1650858074426651,6.269010543823242,0.1404528021812439,0.1404527872800827,,
1450,-4.088155746459961,4.088155746459961,0.16850990056991577,5.026845455169678,0.13308393955230713,0.13308392465114594,,
1500,-4.087373733520508,4.087373733520508,0.164194256067276,6.745145797729492,0.1338476538658142,0.1338476538658142,4.02937126159668,4.052976131439209
1550,-4.100419521331787,4.100419521331787,0.15480856597423553,6.248088359832764,0.14799025654792786,0.14799024164676666,,
1600,-4.171795845031738,4.171795845031738,0.1558087021112442,5.599344730377197,0.1543421745300293,0.1543421596288681,,
1650,-4.1295166015625,4.1295166015625,0.15225858986377716,5.875890731811523,0.15227624773979187,0.15227626264095306,,
1700,-4.107531547546387,4.107531547546387,0.156499981880188,4.607962608337402,0.14038455486297607,0.1403845250606537,,
1750,-4.114447593688965,4.114447593688965,0.15611256659030914,5.9480485916137695,0.15222452580928802,0.15222452580928802,4.040388107299805,4.054171562194824
1800,-4.121614933013916,4.121614933013916,0.15195885300636292,5.1202263832092285,0.13810473680496216,0.13810475170612335,,
1850,-4.1423492431640625,4.1423492431640625,0.14050860702991486,7.084846496582031,0.13965852558612823,0.13965852558612823,,
1900,-4.058923721313477,4.058923721313477,0.13921138644218445,4.8741021156311035,0.14243189990520477,0.14243192970752716,,
1950,-4.104291915893555,4.104291915893555,0.13834695518016815,6.613008499145508,0.1398380547761917,0.13983802497386932,,
2000,-4.113675117492676,4.113675117492676,0.14729991555213928,6.106117248535156,0.1479908972978592,0.147990882396698,4.061241149902344,4.091544151306152
2050,-4.110771179199219,4.110771179199219,0.14301854372024536,4.973756313323975,0.12949363887310028,0.12949365377426147,,
2100,-4.075046539306641,4.075046539306641,0.12901459634304047,4.108730316162109,0.12234629690647125,0.12234627455472946,,
2150,-4.093345642089844,4.093345642089844,0.13263678550720215,6.14822244644165,0.14054782688617706,0.14054782688617706,,
2200,-4.103421688079834,4.103421688079834,0.1287394016981125,5.856804370880127,0.13457868993282318,0.134578675031662,,
2250,-4.087920188903809,4.087920188903809,0.12698014080524445,3.793745994567871,0.12254435569047928,0.12254432588815689,4.022914409637451,4.038291931152344
2300,-4.086828708648682,4.086828708648682,0.1227826252579689,6.23665189743042,0.15329580008983612,0.1532958447933197,,
2350,-4.070590972900391,4.070590972900391,0.12970852851867676,5.119779586791992,0.13903240859508514,0.13903240859508514,,
2400,-4.109778881072998,4.109778881072998,0.12849421799182892,6.501315116882324,0.1226566806435585,0.12265671044588089,,
2450,-4.119993209838867,4.119993209838867,0.12933547794818878,5.179359436035156,0.12793387472629547,0.12793384492397308,,
2500,-4.096380710601807,4.096380710601807,0.12881864607334137,5.188765048980713,0.15610535442829132,0.15610532462596893,4.012771129608154,4.028234481811523
2550,-4.167395114898682,4.167395114898682,0.12715107202529907,5.518313407897949,0.14450328052043915,0.14450328052043915,,
2600,-4.099631309509277,4.099631309509277,0.12083575874567032,4.798396110534668,0.12430117279291153,0.12430118769407272,,
2650,-4.112733840942383,4.112733840942383,0.11977186053991318,3.5262367725372314,0.13143432140350342,0.1314343363046646,,
2700,-4.078019618988037,4.078019618988037,0.11831650882959366,4.540557861328125,0.125535786151886,0.125535786151886,,
2750,-4.105276584625244,4.105276584625244,0.11941235512495041,5.347219944000244,0.14250510931015015,0.14250510931015015,4.018293380737305,4.044852256774902
2800,-4.099756240844727,4.099756240844727,0.11685426533222198,4.211220741271973,0.13781346380710602,0.1378135234117508,,
2850,-4.085965156555176,4.085965156555176,0.1144053265452385,6.423102378845215,0.14025379717350006,0.14025379717350006,,
2900,-4.096899032592773,4.096899032592773,0.11734230816364288,7.12170934677124,0.1418665200471878,0.14186646044254303,,
2950,-4.093696594238281,4.093696594238281,0.11037149280309677,9.849903106689453,0.14933955669403076,0.14933958649635315,,
3000,-4.0592498779296875,4.0592498779296875,0.11183734983205795,4.84351921081543,0.14475727081298828,0.1447572559118271,4.021924018859863,4.035372734069824
3050,-4.124927520751953,4.124927520751953,0.12391053885221481,7.0472798347473145,0.1397978961467743,0.13979792594909668,,
3100,-4.054254531860352,4.054254531860352,0.11429405212402344,6.2810139656066895,0.13180479407310486,0.13180480897426605,,
3150,-4.1196794509887695,4.1196794509887695,0.1134152039885521,5.407951831817627,0.13643582165241241,0.13643580675125122,,
3200,-4.093135356903076,4.093135356903076,0.11110623180866241,3.5830423831939697,0.13588523864746094,0.13588523864746094,,
3250,-4.023542404174805,4.023542404174805,0.10560803860425949,5.997164249420166,0.12764227390289307,0.12764228880405426,4.031276702880859,4.042922496795654
3300,-4.084715843200684,4.084715843200684,0.1072428971529007,4.303864002227783,0.13210934400558472,0.13210934400558472,,
3350,-4.055994033813477,4.055994033813477,0.10864757746458054,4.343824863433838,0.13882645964622498,0.13882644474506378,,
3400,-4.089616298675537,4.089616298675537,0.10194259136915207,4.276279926300049,0.1313839554786682,0.13138394057750702,,
3450,-4.075563430786133,4.075563430786133,0.10866899788379669,4.493348598480225,0.13106441497802734,0.13106441497802734,,
3500,-4.0942535400390625,4.0942535400390625,0.10636091232299805,8.447875022888184,0.1621122658252716,0.1621122807264328,4.055612564086914,4.074834823608398
3550,-4.112584590911865,4.112584590911865,0.10761668533086777,4.4315409660339355,0.13708020746707916,0.13708020746707916,,
3600,-4.075835227966309,4.075835227966309,0.10941171646118164,4.714633941650391,0.1300981491804123,0.1300981491804123,,
3650,-4.06989860534668,4.06989860534668,0.11021905392408371,4.472846031188965,0.1480030119419098,0.1480030119419098,,
3700,-4.068509101867676,4.068509101867676,0.10630985349416733,5.9951958656311035,0.1322924643754959,0.1322924643754959,,
3750,-4.084368705749512,4.084368705749512,0.09646918624639511,3.9315059185028076,0.13304787874221802,0.13304787874221802,4.01941442489624,4.036141395568848
3800,-4.081801414489746,4.081801414489746,0.10094451159238815,9.562851905822754,0.15091803669929504,0.15091803669929504,,
3850,-4.094359874725342,4.094359874725342,0.10364013910293579,4.6646599769592285,0.1497839391231537,0.1497839391231537,,
3900,-4.056422233581543,4.056422233581543,0.09343306720256805,6.777297019958496,0.13800159096717834,0.13800160586833954,,
3950,-4.018268585205078,4.018268585205078,0.09840355068445206,4.254630088806152,0.13634376227855682,0.13634377717971802,,
4000,-4.036218643188477,4.036218643188477,0.09554995596408844,4.359290599822998,0.12110092490911484,0.12110093981027603,3.9673287868499756,3.980255126953125
4050,-4.032499313354492,4.032499313354492,0.09670909494161606,6.581660270690918,0.1496705412864685,0.1496705263853073,,
4100,-4.0883026123046875,4.0883026123046875,0.09849826246500015,3.7164366245269775,0.1446455717086792,0.1446455419063568,,
4150,-4.050285339355469,4.050285339355469,0.09204588085412979,4.154492378234863,0.12653282284736633,0.12653282284736633,,
4200,-4.057488441467285,4.057488441467285,0.09375187009572983,5.270396709442139,0.14288756251335144,0.14288759231567383,,
4250,-4.078667640686035,4.078667640686035,0.09674973785877228,4.873883247375488,0.11858432739973068,0.1185842975974083,4.017972946166992,4.03183650970459
4300,-4.0580220222473145,4.0580220222473145,0.09396835416555405,6.8504557609558105,0.11914364248514175,0.11914364248514175,,
4350,-4.047979354858398,4.047979354858398,0.09793385118246078,5.6253862380981445,0.11016236245632172,0.11016238480806351,,
4400,-4.0658721923828125,4.0658721923828125,0.09040407091379166,4.6253886222839355,0.11660589277744293,0.11660587042570114,,
4450,-4.069134712219238,4.069134712219238,0.09342765808105469,4.755950450897217,0.14739952981472015,0.14739951491355896,,
4500,-4.065807342529297,4.065807342529297,0.09512288868427277,3.3082706928253174,0.11620070785284042,0.11620070785284042,3.9851222038269043,3.9977400302886963
4550,-4.129142761230469,4.129142761230469,0.08891848474740982,5.921233654022217,0.15469878911972046,0.15469880402088165,,
4600,-4.045574188232422,4.045574188232422,0.09438099712133408,7.497220993041992,0.1545233428478241,0.1545233577489853,,
4650,-4.071920394897461,4.071920394897461,0.09188556671142578,4.01129150390625,0.1384565532207489,0.1384565383195877,,
4700,-4.067364692687988,4.067364692687988,0.08438371866941452,4.008481025695801,0.11486456543207169,0.11486456543207169,,
4750,-4.047360420227051,4.047360420227051,0.09376134723424911,5.443785667419434,0.13248585164546967,0.13248585164546967,4.0007758140563965,4.0084991455078125
4800,-4.069960594177246,4.069960594177246,0.09285161644220352,6.257081508636475,0.15201018750667572,0.15201018750667572,,
4850,-4.084176063537598,4.084176063537598,0.09695721417665482,4.236207008361816,0.12635521590709686,0.12635517120361328,,
4900,-4.097631454467773,4.097631454467773,0.09407200664281845,3.7658278942108154,0.11010879278182983,0.11010879278182983,,
4950,-4.056644439697266,4.056644439697266,0.09169860929250717,4.038273334503174,0.11268925666809082,0.11268926411867142,,
5000,-4.118649959564209,4.118649959564209,0.09471360594034195,4.325406074523926,0.1379449963569641,0.1379450261592865,4.011862754821777,4.032209396362305
